Event Desc|En No|Site Name|Licensee Name|Region No|City Name|State Cd|County Name|License No|Agreement State Ind|Docket No|Unit Ind1|Unit Ind2|Unit Ind3|Reactor Type|Nrc Notified By|Ops Officer|Notification Dt|Notification Time|Event Dt|Event Time|Time Zone|Last Updated Dt|Emergency Class|Cfr Cd1|Cfr Descr1|Cfr Cd2|Cfr Descr2|Cfr Cd3|Cfr Descr3|Cfr Cd4|Cfr Descr4|Staff Name1|Org Abbrev1|Staff Name2|Org Abbrev2|Staff Name3|Org Abbrev3|Staff Name4|Org Abbrev4|Staff Name5|Org Abbrev5|Staff Name6|Org Abbrev6|Staff Name7|Org Abbrev7|Staff Name8|Org Abbrev8|Staff Name9|Org Abbrev9|Staff Name10|Org Abbrev10|Scram Code 1|RX CRIT 1|Initial PWR 1|Initial RX Mode1|Current PWR 1|Current RX Mode 1|Scram Code 2|RX CRIT 2|Initial PWR 2|Initial RX Mode 2|Current PWR 2|Current RX Mode 2|Scram Code 3|RX CRIT 3|Initial PWR 3|Initial RX Mode 3|Current PWR 3|Current RX Mode 3|Event Text|
Fuel Cycle Facility|54640|GLOBAL NUCLEAR FUEL - AMERICAS|GLOBAL NUCLEAR FUEL - AMERICAS|2|WILMINGTON|NC|NEW HANOVER|SNM-1097|Y|07001113||||URANIUM FUEL FABRICATION|PHILLIP OLLIS|ANDREW WAUGH|04/04/2020|18:43:00|04/04/2020|9:30:00|EDT|4/4/2020 12:00:00 AM|NON EMERGENCY|PART 70 APP A (c)|OFFSITE NOTIFICATION/NEWS REL|||||||MARK MILLER|R2DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||OFFSITE NOTIFICATION     At approximately 0930 EDT on April 4, 2020, the New Hanover County Deputy Fire Marshall was notified per state code requirements that the fire alarm system and accompanying fire pumps encompassing the fuel manufacturing operation (FMO) were placed on backup power due to a planned power outage. Additional compensatory measures were enacted. Power was restored at approximately 1800 EDT on April 4, 2020. Because the New Hanover County Deputy Fire Marshall was notified, a concurrent notification to the NRC Operations Center is being made per 10 CFR 70, Appendix A(c).|
Agreement State|54641|PA BUREAU OF RADIATION PROTECTION|ALBERT EINSTEIN HEALTHCARE NETWORK|1|PHILADELPHIA|PA||PA-0135|Y||||||JOHN CHIPPO|KERBY SCALES|04/06/2020|14:09:00|04/03/2020|0:00:00|EDT|4/7/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||JON LILLIENDAHL|R1DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - PATIENT UNDERDOSE    The following was received from the State of Pennsylvania via E-mail:    "The [PA DEP Bureau of Radiation Protection] Department received notification from a licensee on April 3, 2020 of a medical event involving Y-90 TheraSphere microspheres. The licensee believes a patient undergoing a multiple lobe injection of the liver received only 62.7 percent of the prescribed dose in one of the lobes. The second lobe is believed to have received the correct dose. The DEP is currently in contact with the licensee and will update this event as soon as more information is provided.    "The Department will perform a reactive inspection as soon as possible."    Pennsylvania Event Report ID No.:  PA200007        * * * UPDATE ON 04/07/2020 AT 1353 EDT FROM JOHN CHIPPO TO JEFFREY WHITED * * *    The following was received from the State of Pennsylvania via E-mail:    "The patient was prescribed TheraSphere Y-90 Microspheres at 2.47 GBq total with 2.25 Gbq prescribed to the liver because of 9.1 percent lung shunt. The licensee reports total dose 1.536 GBq, and 1.4 GBq to liver. Ultimately only 62.7 percent (75.3 Gy) of the planned dose was able to be administered to segment 6 of the liver. While attempting to administer the Y-90 dose to treat a lesion in Segment 6 of the liver there was significant resistance to flow. The AU evaluated the microcatheter system to ensure that there were no kinks along the catheter course external to the patient or visualized internally under fluoroscopy. The licensee believes the issue came from blockage at or before the 'E' site on the labeled tubing of the administration set, given that when it was disconnected from the microcatheter at that location, they were able to successfully flush the catheter. The patient then had a subsequent segment 7 segmentectomy using tubing from a box set from a different lot number without incident. No adverse effects to the patient are anticipated and the patient and referring physician were notified the day of the event."    Notified R1DO (Lilliendahl) and NMSS Events Notification via email.    A Medical Event may indicate potential problems in a medical facility's use of radioactive materials.  It does not necessarily result in harm to the patient.|
Agreement State|54642|NORTH DAKOTA DEPARTMENT OF HEALTH|NRC INSPECTION AND TESTING LLC|4|WILLISTON|ND||33-59101-01|Y||||||DAVID STRADINGER|ANDREW WAUGH|04/06/2020|15:28:00|04/06/2020|0:00:00|MDT|4/6/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|GRETCHEN RIVERA-CAPELLA|NMSS DAY|WILLIAM GOTT|IRD|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - IMPROPER CONTROL OF A SEALED SOURCE      The following information is a summary received from the state of North Dakota via telephone:    On April 5, 2020, one of the licensee's sealed sources was temporarily in the possession of a non-authorized user. One of the owners, who is not an authorized user, took possession of four of the company's radiography vehicles and a sealed source was still in one of the vehicles. The source was subsequently retrieved, verified not to have been tampered with, and is back in storage.     The source contains 88 Ci of Ir-192.     North Dakota has notified their R4 Agreement State Officer (Erickson).     THIS MATERIAL EVENT CONTAINS A "CATEGORY 2" LEVEL OF RADIOACTIVE MATERIAL    Category 2 sources, if not safely managed or securely protected, could cause permanent injury to a person who handled them, or were otherwise in contact with them, for a short time (minutes to hours).  It could possibly be fatal to be close to this amount of unshielded radioactive material for a period of hours to days.  These sources are typically used in practices such as industrial gamma radiography, high dose rate brachytherapy and medium dose rate brachytherapy. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54643|MA RADIATION CONTROL PROGRAM|PERKINELMER, INC|1|BOSTON|MA||00-3200|Y||||||ANTHONY CARPENITO|KERBY SCALES|04/06/2020|15:52:00|04/06/2020|0:00:00|EDT|4/23/2020 12:00:00 AM|Non Emergency| |Agreement State|||||||JON LILLIENDAHL|R1DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST MATERIAL IN TRANSIT    The following is summarized from an e-mail received from the Commonwealth of Massachusetts:    The licensee reported on 4/6/20 that three UN2915 White I label packages, shipped from Germany via common carrier, each containing 21.14 Ci Sulfur-35, did not arrive on 3/29/20 as expected. Upon inquiry on 3/31/20, the common carrier informed the licensee that the packages arrived at JFK Airport, NY, and had not yet been forwarded. The common carrier informed the licensee on 4/6/20 that the three packages could not be located within its system, all flights were cancelled from JFK to Boston due to the COVID-19 situation, and affected freight would be forwarded via ground. The licensee continues to work with the common carrier to locate the packages. There is no significant public health and safety concern due to the package radiation levels being at background.     * * * UPDATE ON 4/9/2020 AT 1410 EDT FROM ANTHONY CARPENITO TO JEFFREY WHITED * * *    The following was received from the Commonwealth of Massachusetts via email:    "The licensee (PerkinElmer) on 4/9/2020 reported to this Agency [the Massachusetts Radiation Control Program] that three packages previously reported as missing were found in [the common] carrier's warehouse at JFK Airport in NY. The licensee stated that the packages were reportedly intact, unopened and undamaged. The licensee stated that the packages are expected to be ground transported to licensee in Boston for arrival on 4/10/2020. The licensee stated that a comprehensive incoming package survey will be performed on packages upon arrival at licensee facility. This Agency considers this event to still be OPEN until licensee confirmation of package arrival in regulatory-acceptable condition."    Notified R1DO (Lilliendahl), NMSS Event Notifications, and ILTAB via email.    * * * UPDATE ON 4/10/2020 AT 1635 EDT FROM ANTHONY CARPENITO TO OSSY FONT * * *    The following was received from the Commonwealth of Massachusetts via email:    "The licensee (PerkinElmer) on 4/10/2020 reported to this Agency that three subject packages were received at the licensee's facility on the afternoon of 4/10/20. The licensee performed an incoming package survey and determined the outside of the packages were not radioactively contaminated, there was no physical damage to the packages, and the inner packaging and contents remained intact. The Agency expects this event to remain OPEN until all details, including action docket numbers, are compiled and relevant documentation is completed."    Notified R1DO (Lilliendahl), NMSS Event Notifications, and ILTAB via email.    * * * UPDATE ON 4/23/2020 AT 1435 EDT FROM ANTHONY CARPENITO TO CATY NOLAN * * *    The following was received from the Commonwealth of Massachusetts via email:    "Carrier corrective action includes retraining of employees. Agency considers this event to be CLOSED."    Massachusetts Event Number: 16-4134. NMED Item Number: 200171    Notified R1DO (Arner), NMSS Event Notifications, and ILTAB via email.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54644|GEORGIA RADIOACTIVE MATERIAL PGM|GEORGIA PACIFIC|1|CEDAR SPRINGS|GA||GA 269-1|Y||||||IRENE BENNETT|JEFFREY WHITED|04/07/2020|12:39:00|06/09/2017|0:00:00|EDT|4/7/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||JON LILLIENDAHL|R1DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - STUCK SHUTTER    The following is a summary of information provided by the State of Georgia via E-mail:    Licensee personnel were performing three year wipe tests when one gauge was found to have a stuck shutter. The gauge contained a Cesium-137 source (Device: Model D14400S, S/N SE4029, Source; 250 milliCuries; S/N SNC250066). The gauge was not in service at the time of the wipe test. The licensee is planning on selling the gauge and having it removed from the premises. The company buying the gauge is aware of the stuck shutter and will fix the shutter before removing it from the licensee's premises.|
Agreement State|54645|COLORADO DEPT OF HEALTH|GRIFFIS RESIDENTIAL|4|DENVER|CO||GL002507|Y||||||KATHRYN MOTE|JEFFREY WHITED|04/07/2020|13:46:00|09/12/2019|0:00:00|MDT|4/7/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following summary was received from the State of Colorado via E-mail:    The licensee is unable to locate two tritium exit signs with an activity of 7.5 Ci each.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54646|COLORADO DEPT OF HEALTH|FOX ACRES COUNTRY CLUB|4|RED FEATHER LAKES|CO||GL000782|Y||||||KATHRYN MOTE|JEFFREY WHITED|04/07/2020|14:36:00|05/16/2018|0:00:00|MDT|4/7/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following summary was received from the State of Colorado via E-mail:    The licensee is unable to locate a tritium exit sign with an activity of 9.21 Ci. The exit sign may have been removed during renovation.     THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54647|COLORADO DEPT OF HEALTH|GARDEN COMMERCIAL PROPERTIES|4|COLORADO SPRINGS|CO||GL001607|Y||||||KATHRYN MOTE|JEFFREY WHITED|04/07/2020|17:55:00|01/24/2019|0:00:00|MDT|4/7/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following summary was received from the State of Colorado via E-mail:    The licensee is unable to locate two tritium exit signs with an activity of 11.5 Ci each. The site is a rental property. After the occupants moved out the property owner could not account for the exit signs.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54648|COLORADO DEPT OF HEALTH|BETTER FOOD DEVELOPMENT|4|ENGLEWOOD|CO||GL002443|Y||||||KATHRYN MOTE|JEFFREY WHITED|04/07/2020|18:43:00|12/31/2017|0:00:00|MDT|4/7/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following summary was received from the State of Colorado via E-mail:    The licensee is unable to locate two tritium exit signs with an activity of 10 Ci each. The exit signs were apparently sold, and there was no response from the new owner.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Non-Agreement State|54649|TILDEN MINING CO.|TILDEN MINING CO.|3|ISHPEMING|MI||21-26748-01|N||||||LARRY GRAY|DONALD NORWOOD|04/08/2020|11:25:00|04/07/2020|14:09:00|EDT|4/8/2020 12:00:00 AM|Non Emergency|30.50(b)(2)|SAFETY EQUIPMENT FAILURE|||||||MICHAEL KUNOWSKI|R3DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||STUCK SHUTTER    The following is a summary of the report received from the licensee:     On 4/7/2020 a trained technician was in the process of performing the bi-annual inventory/shutter checks when he reported that an Ohmart gauge (Model Number ED-6, Serial Number 65902, 100 mCi, Cs-137) located on 9B DTU (Deslime Thickener U/Flow) in the Deslime basement had a frozen shutter mechanism, rendering the shutter non-operable. The technician notified the Radiation Safety Officer who then instructed the technician to replace the gauge with the stuck shutter with a spare gauge. However, the replacement will not take place until the line it is on goes down for repair (estimated May 1, 2020). If the line goes down prior to this time, the licensee will replace the gauge at that time.     The licensee noted that they have had events similar to this in the past and have not had an exposure to any individuals. The licensee additionally noted that in the event of an emergency, the gauge will be removed, placed on a piece of lead and brought into storage.|
Power Reactor|54650|VOGTLE|SOUTHERN NUCLEAR OPERATING COMPANY|2|WAYNESBORO|GA|BURKE||Y|52-011|3|4||[3] W-AP1000,[4] W-AP1000|KELLI ROBERTS|BRIAN P. SMITH|04/08/2020|17:03:00|04/08/2020|8:42:00|EDT|4/8/2020 12:00:00 AM|Non Emergency|26.719|FITNESS FOR DUTY|||||||MARK MILLER|R2DO|FFD GROUP|EMAIL|||||||||||||||||N|N|0|Under Construction|0|Under Construction|N|N|0|Under Construction|0|Under Construction|N|N|0||0||FITNESS-FOR-DUTY REPORT - LICENSED SUPERVISOR CONFIRMED POSITIVE FOR ALCOHOL    A licensed employee supervisor had a confirmed positive for alcohol during a random fitness-for-duty test. The employee's access to the plant has been terminated.    The NRC Resident Inspector has been notified.|
Power Reactor|54651|HARRIS|CAROLINA POWER & LIGHT CO.|2|RALEIGH|NC|WAKE & CHATHAM||Y|05000400|1|||[1] W-3-LP|LONNIE HICKERSON|BRIAN P. SMITH|04/08/2020|17:23:00|04/08/2020|9:45:00|EDT|4/8/2020 12:00:00 AM|Non Emergency|50.72(b)(3)(xiii)|LOSS COMM/ASMT/RESPONSE|||||||MARK MILLER|R2DO|||||||||||||||||||N|Y|100|Power Operation|100|Power Operation|N|N|0||0||N|N|0||0||LOSS OF TECHNICAL SUPPORT CENTER FUNCTIONALITY    "On April 8, 2020 at 0945 EDT, a condition impacting functionality of the Technical Support Center (TSC) Ventilation System was discovered. The issue involved a loss of TSC habitability due to failure of outside air intake fans. These fans were  returned to service at 1237 EDT and the TSC is currently functional.     "This is an eight-hour, non-emergency notification for a loss of Emergency Assessment Capability. This event is reportable in accordance with 10 CFR 50.72(b)(3)(xiii) because the condition affects the functionality of an emergency response facility.     "This condition does not affect the health and safety of the public or plant personnel. The NRC Resident Inspectors have  been notified."|
Power Reactor|54652|NORTH ANNA|DOMINION GENERATION|2|RICHMOND|VA|LOUISA||N|||2||[1] W-3-LP,[2] W-3-LP,[3] M-4-LP|NEIL TURNER|DONALD NORWOOD|04/09/2020|3:37:00|04/09/2020|1:00:00|EDT|4/9/2020 12:00:00 AM|Non Emergency|50.72(b)(2)(i)|PLANT S/D REQD BY TS|50.72(b)(3)(ii)(A)|DEGRADED CONDITION|||||MARK MILLER|R2DO|||||||||||||||||||N|N|0||0||N|Y|100|Power Operation|35|Power Operation|N|N|0||0||TECHNICAL SPECIFICATION REQUIRED SHUTDOWN DUE TO REACTOR COOLANT SYSTEM PRESSURE BOUNDARY LEAKAGE    "On April 9, 2020 at 0100 EDT, while performing a containment walkdown due to a small increased Reactor Coolant System (RCS) unidentified leakage, a leak was identified on the 'A' Reactor Coolant Pump (RCP) seal injection piping. The source of the leakage cannot be isolated and is considered RCS pressure boundary leakage. At that time, Condition B of Technical Specification (TS) LCO 3.4.13, 'RCS Operational Leakage' was entered due to pressure boundary leakage. TS 3.4.4 'RCS Loops - Mode 1 and 2' and Technical Requirement (TR) 3.4.6 'ASME Code Class 1, 2, and 3 Components' are also applicable. Unit 2 is projected to be taken to Mode 5 for repairs.    "This event is reportable in accordance with 10 CFR 50.72(b)(2) for 'Initiation of plant shutdown required by Technical Specifications' and 10 CFR 50.72(b)(3)(ii)(A) for 'Any event or condition that results in the condition of the nuclear power plant, including its principle safety barriers, being seriously degraded.'"    The licensee notified the NRC Resident Inspector. There is no effect on Unit 1|
Non-Power Reactor|54653|UNIV OF MISSOURI-COLUMBIA|UNIVERSITY OF MISSOURI|0|COLUMBIA|MO|BOONE|R-103|N|05000186||||10000 KW TANK|BRUCE MEFFERT|HOWIE CROUCH|04/09/2020|9:35:00|04/08/2020|1:00:00|CDT|4/9/2020 12:00:00 AM|Non Emergency||NON-POWER REACTOR EVENT|||||||GEOFF WERTZ|NRR|BETH REED|NRR|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||RESEARCH AND TEST REACTOR FORCED SHUTDOWN DUE TO FAILURE OF REGULATING BLADE DRIVE MECHANISM    "On 4/8/20 at 0100 CDT, the University of Missouri-Columbia Research Reactor (MURR) was shut down due to a failure of the regulating blade drive mechanism to move the regulating blade during reactor operation.  This email is a required notification per MURR Technical Specification (TS) 6.6.c.(1) to report to the NRC Operations Center that an Abnormal Occurrence, as defined by MURR TS 1.1, had occurred.  Specifically, MURR was not in compliance with all Limiting Conditions for Operations (LCOs).  MURR was not in compliance with two (2) LCOs: 1. TS 3.2.a states, 'All control blades, including the regulating blade, shall be operable during reactor operation,' and 2. TS 3.2.f states, 'The reactor shall not be operated unless the following rod run-in functions are operable.'  Specifically, the rod run-in function that occurs when the regulating blade position is less than or equal to 10 percent withdrawn was not operable as TS 3.2.f.8 requires.    "The regulating blade drive mechanism was repaired, post-maintenance operability testing was conducted on the regulating blade, and permission from the Reactor Facility Director was obtained prior to the reactor returning to operation later on 4/8/20.  Currently, MURR is at 10 MW.  A detailed event report will follow within 14 days as required by MURR TS 6.6.c.(3)."|
Agreement State|54654|UTAH DIVISION OF RADIATION CONTROL|THE UNIVERSITY OF UTAH|4|SALT LAKE CITY|UT||UT 1800001|Y||||||TIM BUTLER|DONALD NORWOOD|04/09/2020|9:21:00|04/07/2020|0:00:00|MDT|4/9/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - IRRADIATOR APERTURE FAILED TO CLOSE    The following information was received via E-mail:    "The aperture electronic opening and closing mechanism malfunctioned on a J.L. Shepard Mark I series irradiator while the aperture was open. There was a smell of burning wires and visible smoke. The analysts cut power to the unit and notified department management. Utilizing portable shielding, and following ALARA principles, the attenuator of the device was able to be closed, which significantly reduced dose rates. Currently, the aperture is stuck partially open and the attenuator is closed. At 1.5 meters from the point of highest dose, the rate is approximately 10 mR/hr. Both analysts were wearing Mirion Instadose dosimeters and the measured dose to both dosimeters was less than the minimum read amount of 1 mrem.    "The irradiator is located in a shielded calibration room located in the waste building. There is no dose rate above background in any area, accessible by either non-radiation workers or members of the public, around the building where the calibration room is located. The area has been securely locked, the door alarm is activated, and there are signs placed to remind everyone to not use the device.     "Utah Department of Environmental Quality, Division of Waste Management and Radiation Control personnel were notified of the incident via normal work E-mail after the conclusion of the business of the day on April 8, 2020. The notification was not read until the morning of April 9, 2020 when normal business resumed and was then assigned to appropriate staff.    "The device manufacturer has been contacted to determine repair options."    Utah Event Report ID No.:  UT 200004|
Agreement State|54655|COLORADO DEPT OF HEALTH|AIR FORCE ACADEMY EISENHOWER GOLF COURSE|4|AIR FORCE ACADEMY|CO||GL002515|Y||||||KATHRYN MOTE|DONALD NORWOOD|04/09/2020|10:50:00|06/28/2019|0:00:00|MDT|4/9/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following information was received via E-mail:    One tritium exit sign containing 7.5 Ci was unaccounted for after the construction of a new clubhouse was completed.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Agreement State|54656|COLORADO DEPT OF HEALTH|VAIL MOUNTAIN SCHOOL|4|VAIL|CO||GL001731|Y||||||KATHRYN MOTE|JEFFREY WHITED|04/09/2020|16:17:00|06/18/2019|0:00:00|MDT|4/9/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|ILTAB|EMAIL|||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - LOST TRITIUM EXIT SIGN    The following is a summary of information received from the State of Colorado via E-mail:    The licensee is unable to locate a tritium exit sign with an activity of 7.5 Ci. The exit sign was determined to be missing.    THIS MATERIAL EVENT CONTAINS A "LESS THAN CAT 3" LEVEL OF RADIOACTIVE MATERIAL    Sources that are "Less than IAEA Category 3 sources," are either sources that are very unlikely to cause permanent injury to individuals or contain a very small amount of radioactive material that would not cause any permanent injury. Some of these sources, such as moisture density gauges or thickness gauges that are Category 4, the amount of unshielded radioactive material, if not safely managed or securely protected, could possibly - although it is unlikely - temporarily injure someone who handled it or were otherwise in contact with it, or who were close to it for a period of many weeks. For additional information go to  http://www-pub.iaea.org/MTCD/publications/PDF/Pub1227_web.pdf|
Power Reactor|54657|FITZPATRICK|ENTERGY NUCLEAR|1|LYCOMING|NY|OSWEGO||Y|05000333|1|||[1] GE-4|ROBERT GRAHAM III|DONALD NORWOOD|04/10/2020|10:58:00|04/10/2020|3:00:00|EDT|4/10/2020 12:00:00 AM|Non Emergency|50.72(b)(3)(v)(D)|ACCIDENT MITIGATION|||||||JON LILLIENDAHL|R1DO|||||||||||||||||||N|Y|100|Power Operation|100|Power Operation|N|N|0||0||N|N|0||0||HIGH PRESSURE CORE INJECTION SYSTEM DECLARED INOPERABLE    "On April 10, 2020, at 0300 [EDT], an oil leak from 23PCV-12, HPCI [High Pressure Core Injection] Trip System Pressure Control Valve (PCV), resulted in the system being declared inoperable. This condition is being reported as a condition that could have prevented the fulfillment of the safety function of a system needed to mitigate the consequences of an accident per 10 CFR 50.72(b)(3)(v)(D)."    The licensee notified the NRC Resident Inspector.|
Agreement State|54658|MISSISSIPPI DIV OF RAD HEALTH|TRONOX|4|HAMILTON|MS||MS-149-01|Y||||||JAYSON MOAK|OSSY FONT|04/10/2020|14:30:00|04/09/2020|13:42:00|CDT|4/10/2020 12:00:00 AM|Non Emergency| |AGREEMENT STATE|||||||GREG PICK|R4DO|NMSS_EVENTS_NOTIFICATION|EMAIL|||||||||||||||||N|N|0||0||N|N|0||0||N|N|0||0||AGREEMENT STATE REPORT - STUCK SHUTTER    The following is a summary received from the state of Mississippi via phone:    The licensee notified the state that during a routine check of an Ohmart gauge (s/n: 1169GK), the shutter would not close. The gauge contains a 10 mCi Cs-137 source (source holder: SHF-1).  It is located over a chemical bin and the normal shutter position is open, so there is no additional exposure to employees. An authorized company is scheduled to remove and replace the gauge with an identical model.|
